Handle,Title,Body (HTML),Variant Price,Image Src,base_price,Demand ,Season,category,Vendor,Subcategory
Blush,Giorgio Armani,"A soft, luxurious brush designed to glide over the face with ease.",100,https://www.temptalia.com/wp-content/uploads/2013/04/giorgioarmani_summer2013palette001.jpg,809.91,,,,Giorgio Armani,
Eyes to Kill Acqua Waterproof Eyeliner,Giorgio Armani,"An exceptional pencil brightens eyes with metallic definition. Remarkably soft and creamy upon application, the gliding formula is as precise as a kohl and as intense as an eyeliner. It creates a long-lasting, water-resistant outline that defines for hours. Available in Black and Brown.",100,https://www.temptalia.com/wp-content/uploads/2012/02/giorgioarmani_4eyepencil001.jpg,1529.83,,,,Giorgio Armani,
Eyes to Kill Intense Waterproof Eyeshadow,Giorgio Armani,"Just in time for summer, try the waterproof, 24-hour wear Eyes to Kill waterproof eyeshadows. Eyes to Kill unveils a pearl blend that radiates four spellbinding colors. Each shade is based on a revolutionary technology that acts like a kaleidoscope, producing multidimensional colors.
Neither a cream nor a powder, the incredible hybrid formula acts as a color suspension tool that delivers dreamy, ethereal beauty to eyes with a 24 hour hold. Crease-proof, flake-proof, waterproof and sweat-proof, Eyes to Kill Intense Eyeshadows slide on, stay on, but wipe off in an instant. Apply wet or dry with fingers or the Armani large eye contour brush.",100,https://www.temptalia.com/wp-content/uploads/2011/07/giorgioarmani_10eyestokill001.jpg,1619.82,,,,Giorgio Armani,
Eyes To Kill Mascara,Giorgio Armani,"Dress the eye with powerful, plush, voluminous lashes. Fine, fluid Microfil technology creates intensely captivating lash texture. Micro-waxes combined with a fineness agent allow for smooth and easy application, revealing weightless volume and length.",100,https://www.temptalia.com/wp-content/uploads/2013/05/giorgioarmani_etk.jpg,1889.79,,,,Giorgio Armani,
Gloss d'Armani,Giorgio Armani,"More than a mere glossâ€¦concentrated high-definition color fusing shine, comfort and lasting hold. Inspired by icons of the cinema, Giorgio Armani re-introduces glamour with Gloss d'Armani. Gloss d'Armani's flexible velvet applicator adds volume and defines contours instantly and effortlessly, with an expert touch. Color-Fil Shine technology boasts a translucent base that traps pigments and pearlescent particles for a hydrated, silky-smooth feeling without any stickiness. Comfortable, stay-fast color is like a second skin that remains true for eight hours without fading or migrating.",100,https://www.temptalia.com/wp-content/uploads/2011/08/giorgioarmani_402glossdarmani001.jpg,2159.76,,,,Giorgio Armani,
Rouge d'Armani Lipstick,Giorgio Armani,"Exceptional long-wear formula results in up to 8 hours of intense color. Experience comfort and shine, without fading and feathering. Soft texture leaves lips feeling continuously hydrated.Â ",100,https://www.temptalia.com/wp-content/uploads/2012/09/giorgioarmani_111rougedarmani005.jpg,2339.74,,,,Giorgio Armani,
Smooth Silk Eye Pencil,Giorgio Armani,"This silky soft formula allows for precise, easy application and versatile looks. Use it to subtly define or to intensify your eye look. Glide the smudger over eyeliner for a sexy, smoky result.",100,https://www.temptalia.com/wp-content/uploads/2011/09/giorgioarmani_3smoothsilk001.jpg,1709.81,,,,Giorgio Armani,
Face & Eye Palette,Giorgio Armani,"Giorgio Armani Face & Eye Palette is a Makeup Palette that retails for $88.00. There are 7 shades that have been released, which you can select from below.",100,https://www.temptalia.com/wp-content/uploads/2012/10/giorgioarmani_1fallpalette001.jpg,1799.8,,,,Giorgio Armani,
Face Powder,Giorgio Armani,"Giorgio Armani Face Powder is a Blush. There are 5 shades that have been released, which you can select from below.",100,https://www.temptalia.com/wp-content/uploads/2012/10/giorgioarmani_1fallpalette001.jpg,1529.83,,,,Giorgio Armani,
Eyeshadow,Giorgio Armani,"Giorgio Armani Eyeshadow is a Eyeshadow. There are 82 shades that have been released, which you can select from below.",100,https://www.temptalia.com/wp-content/uploads/2013/04/giorgioarmani_10eyestokill007.jpg,1339.84,,,,Giorgio Armani,
Lipstick,Giorgio Armani,"Giorgio Armani Lipstick is a Lipstick. There are 3 shades that have been released, which you can select from below.",140,https://www.temptalia.com/wp-content/uploads/2012/11/giorgioarmani_1whitenight012.jpg,1119.86,,,,Giorgio Armani,
Eyeshadow Palette,Giorgio Armani,"Giorgio Armani Eyeshadow Palette is a Eye Palette that retails for $59.00 and contains 0.06 oz. There are 3 shades that have been released, which you can select from below.",140,https://www.temptalia.com/wp-content/uploads/2012/06/giorgioarmani_spring12palette001.jpg,1279.84,,,,Giorgio Armani,
Eyes to Kill Eyeshadow Palette,Giorgio Armani,"Giorgio Armani Eyes to Kill Eyeshadow Palette is a Eye Palette that retails for $59.00. There are 8 shades that have been released, which you can select from below.",140,https://www.temptalia.com/wp-content/uploads/2013/09/giorgioarmani_2eyestokillpalette001.jpg,1039.87,,,,Giorgio Armani,
Eyes to Kill Eyeshadow Shimmer Palette,Giorgio Armani,"Giorgio Armani Eyes to Kill Eyeshadow Shimmer Palette is a Eye Palette that retails for $59.00 and contains 0.21 oz. There are 4 shades that have been released, which you can select from below.",140,https://www.temptalia.com/wp-content/uploads/2013/04/giorgioarmani_10eyestokill001.jpg,799.9,,,,Giorgio Armani,
Bronzer & Blush,Guerlain,"Guerlain Bronzer & Blush is a Bronzer that retails for $75.00 and contains 0.56 oz. There are 1 shades that have been released, which you can select from below.",140,https://www.temptalia.com/wp-content/uploads/2012/04/guerlain_terraazzurrabronzer001.jpg,579.75,,,,Guerlain,
Illuminating Iridescent Powder,Guerlain,"Guerlain Illuminating Iridescent Powder is a Highlighter that retails for $67.00 and contains 0.31 oz. There are 1 shades that have been released, which you can select from below.",140,https://www.temptalia.com/wp-content/uploads/2011/12/guerlain_cruelgardenia001.jpg,778.7,,,,Guerlain,
Illuminating Powder,Guerlain,"Guerlain Illuminating Powder is a Highlighter that retails for $70.00 and contains 0.52 oz. There are 1 shades that have been released, which you can select from below.",140,https://www.temptalia.com/wp-content/uploads/2012/03/guerlain_suninthecity001.jpg,1377.7,,,,Guerlain,
Kiss Kiss Gloss,Guerlain,"Lips get drenched in sheer, pearly or sparkly color with the new Kiss Kiss Gloss! Its revolutionary nonsticky formula keeps lips moisturized while water-resistant and magnifying esters ensure long-lasting effects with a boost of volume. Its flat, smooth brush provides accurate application. Available in three different formulas: Petal Effect gives sheer coverage, Pearl Effect gets a boost of pearly essence, and Gloss Effect provides a subtle sparkling finish.",70,https://www.temptalia.com/wp-content/uploads/2013/01/guerlain_cherrykiss001.jpg,778.7,,,,Guerlain,
Kiss Kiss Strass Lip Color,Guerlain,"Kiss Kiss Strass reveals sparkling and extra-scintillating shine. Sexy and glamorous, this ultimate accessory of seduction plays with dazzling reflections to multiply light like a kaleidoscope. Ten shimmering and sparkling shades in three different families: the Red Gold family, the Yellow Gold family, the Pink Gold family.",70,https://www.temptalia.com/wp-content/uploads/2010/12/guerlain_brunsatin001.jpg,2156.4,,,,Guerlain,
Meteorites Voyage Powder,Guerlain,"Guerlain Meteorites Voyage Powder is a Powder that retails for $55.00 and contains 0.26 oz. There are 2 shades that have been released, which you can select from below.",70,https://www.temptalia.com/wp-content/uploads/2013/01/guerlain_mythic001.jpg,3711.7,,,,Guerlain,
Pressed Powder & Blush,Guerlain,"Guerlain Pressed Powder & Blush is a Highlighter that retails for $67.00 and contains 0.35 oz. There are 1 shades that have been released, which you can select from below.",70,https://www.temptalia.com/wp-content/uploads/2011/09/guerlain_paruredenuit001.jpg,2468.6,,,,Guerlain,
Rouge G Le Brilliant,Guerlain,"Guerlain Rouge G Le Brilliant is a Lipstick that retails for $48.00 and contains 0.10 oz. There are 4 shades that have been released, which you can select from below.",70,https://www.temptalia.com/wp-content/uploads/2010/10/guerlain_beatrix001.jpg,1946.1,,,,Guerlain,
Serie Noire,Guerlain,"Guerlain Serie Noire is a Blush that retails for $65.00 and contains 0.28 oz. There are 1 shades that have been released, which you can select from below.",70,https://www.temptalia.com/wp-content/uploads/2010/12/guerlain_serienoireblush003.jpg,2411.2,,,,Guerlain,
Shimmer Powder Face & Body,Guerlain,"A light-as-air loose powder that enhances the face, body and hair with an iridescent, golden veil. A mere press of the bulb releases the powder, leaving Liu's mesmerizing aromas in its wake: a composition of aldehydes, sensual roses, vanilla, iris and woody notes. Many will recognize Liu's original bottle with its elegant black glass case and golden letters reminiscent of a Chinese tea caddy. A black woven bulb has been added to transform the legendary fragrance into a desirable and feminine makeup accessory.",70,https://www.temptalia.com/wp-content/uploads/2012/12/guerlain_liuspray001.jpg,1401.4,,,,Guerlain,
Shine Automatique Lip Color,Guerlain,"Shine Automatique hydrating lipstick is for the fun and flirty girl who wants to add a little sparkle to her life. Guerlain introduces Shine Automatique, a moisturizing and long-lasting lipstick that combines bold color with pearly particles to give your lips discreet yet exceptional shine. Lips are left soft, smooth and luminous. Now available in a bouquet of 12 shades.",,https://www.temptalia.com/wp-content/uploads/2012/10/guerlain_700rougeautomatique001.jpg,1509.2,,,,Guerlain,
Terracotta Light Sheer Bronzing Powder,Guerlain,"Whether you're a fair blonde or a dark brunette, you'll love Guerlain's newest formulation of classic, sunkissed powder. Ideal for all skin types, this ingenious mosaic of five shades of compact powder includes a complexion highlighter to create a natural-looking glow.",,https://www.temptalia.com/wp-content/uploads/2013/10/guerlain_crazy68bronzer001.jpg,1319.5,,,,Guerlain,
Eye & Lip Palette,Guerlain,"Guerlain Eye & Lip Palette is a Makeup Palette that retails for $79.00 and contains 0.35 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/11/guerlain_calligraphy001.jpg,748.5,,,,Guerlain,
Lipstick,Guerlain,"Guerlain Lipstick is a Lipstick. There are 2 shades that have been released, which you can select from below.",90,https://www.temptalia.com/wp-content/uploads/2012/11/guerlain_calligraphy013.jpg,149.7,,,,Guerlain,
Cream Blusher,Illamasqua,"Tease, hypnotise, use to effect. Use Cream Blusher to highlight your cheekbones, shape your face, build and blend with fingers or a brush to create the colour intensity you desire. Use over foundation for impact, or under for a captivating glow. However you apply it, be daring.",90,https://www.temptalia.com/wp-content/uploads/2012/02/illamasqua_dixie001.jpg,299.4,,,,Illamasqua,
Gleam Highlighting Cream,Illamasqua,"What it is: A lightweight compact iridescent formulation that lifts and highlights wherever it is applied. What it does: Containing iridescent pearlescent pigments, this lightweight cream formula is suitable for face and body, lifting and highlighting wherever it is applied. Use on its own or layer under foundation for an immediate skin-brightening effect that will illuminate the night.",,https://www.temptalia.com/wp-content/uploads/2012/08/illamasqua_aurora006.jpg,167,,,,Illamasqua,
Liquid Metal,Illamasqua,"A rich and highly pigmented metallic cream that grabs full attention wherever it's applied. Smooth onto eyes, face and body with fingers or a brush and prepare to take the spotlight.",,https://www.temptalia.com/wp-content/uploads/2012/08/illamasqua_complement009.jpg,239.8,,,,Illamasqua,
Powder Blusher,Illamasqua,"Illamasqua Powder Blusher is a Blush that retails for $26.00 and contains 0.14 oz. There are 19 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/08/illamasqua_allure001.jpg,5453.96,,,,Illamasqua,
Precision Ink,Illamasqua,Create looks with attitude that no one can ignore. Precision Ink's fine tip allows for defined application. Long-lasting and waterproof it's perfect for use anywhere on the face and body to bring out your bold side. You can even use it as an nail art pen; simply seal with Illamasqua Top Coat.,19.95,https://www.temptalia.com/wp-content/uploads/2011/10/illamasqua_havoc001.jpg,3465.8,,,,Illamasqua,
Pure Pigment,Illamasqua,"A pure-pigment metallic powder that highlights cheeks, eyes, and brows in a shimmer finish. ",,https://www.temptalia.com/wp-content/uploads/2010/09/illamasqua_artofdarkness009.jpg,528,,,,Illamasqua,
Bi-Facil,Lancome,"This award-winning phenomenon gently whisks away all types of eye makeup, even waterproof. Simply shake to activate the bi-phase formula that leaves the eye area perfectly clean. The lipid phase lifts off eye makeup, while the water phase contains special emollients to refresh and condition skin without a greasy residue. Lifts off all types of eye makeup, even waterproof mascara, while conditioning the skin. Leaves eyes feeling cool and refreshed, with no oily residue. No wonder thereâ€™s a cult following.",119.95,https://www.temptalia.com/wp-content/uploads/2013/05/lancome_bifacil.jpg,880,,,,Lancome,
Color Design Infinite 24H,Lancome,"Beyond longwear. Vibrant color. 24 hours. Crease-free. A revolution in eye shadow. Now, a unique creamy-powder texture creates effortlessly luminous, lasting looks. Purity of color meets exceptional long wear, for infinite intensity. Available in 15 shades. 24 Hours of Wear Luminous eye color that stays true for 24 hours without creasing. A revolutionary formula offers a silky, powder-to-cream texture that lasts all day and all night. 24 Hours of Vibrant Color Instant eye color, infinite intensity. The highest level of pearl and pigment creates an intensely luminous makeup result, with blendable, buildable coverage.",,https://www.temptalia.com/wp-content/uploads/2012/10/lancome_alwaysfuchsia001.jpg,269.7,,,,Lancome,
Illuminating Powder,Lancome,"Lancome Illuminating Powder is a Highlighter that retails for $42.00 and contains 0.18 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/12/lancome_moonlightrose001.jpg,236.7,,,,Lancome,
Liner Design Long-Wear Calligraphy Gel Eyeliner,Lancome,"Intense Precision. Long Lasting Lines. Create captivating eyes with long lasting lines. A rich and creamy texture glides on in deep, luminous pigments. Design a defined, intense line in one easy brush stroke. Blend out for a smoky, dramatic look. Smudgeproof and Waterproof.",,https://www.temptalia.com/wp-content/uploads/2012/06/lancome_dressupteal001.jpg,179.7,,,,Lancome,
Colour Riche Le Gloss,L'Oreal,"L'Oreal Colour Riche Le Gloss is a Lipgloss that retails for $7.99 and contains 0.40 oz. There are 19 shades that have been released, which you can select from below.",29.99,https://www.temptalia.com/wp-content/uploads/2013/08/loreal_floridpink001.jpg,179.7,,,,L'Oreal,
Colour Riche Nail Lacquer,L'Oreal,"L'Oreal Colour Riche Nail Lacquer is a Nail Lacquer. There are 50 shades that have been released, which you can select from below.",29.99,https://www.temptalia.com/wp-content/uploads/2013/01/loreal_dropdeadgorgeous001.jpg,1138.1,,,,L'Oreal,
Infallible 8-HR Le Gloss,L'Oreal,"InfallibleÂ®Â 8HR Le Gloss is a hydrating formula that keeps lips soft, smooth, colorful and glossy for eight shining hours. The patented Petit Couer applicator contours lips precisely, giving you a smooth, even, flawless finish every time. Available in a range of 20 sheer, luminous shades that stay true without changing, fading or dulling. Use it together with InfallibleÂ®Â Never Fail Makeup for a perfectly polished, long-lasting look. No Top coats. No Feathering. No Fading. It has to be InfallibleÂ®.",29.99,https://www.temptalia.com/wp-content/uploads/2012/12/loreal_dazzleme001.jpg,1617.3,,,,L'Oreal,
Lineur Intense Felt Tip Liquid Eyeliner,L'Oreal,The uniquely designed applicator of Lineur IntenseÂ® Felt Tip Liquid Eyeliner allows you to create delicately thin or dramatically bold lines with precision. Fragrance-free. Ophthalmologist-tested. Suitable for sensitive eyes and contact lens wearers.,29.99,https://www.temptalia.com/wp-content/uploads/2013/05/loreal_lineurintense.jpg,1018.3,,,,L'Oreal,
Telescopic Original Mascara,L'Oreal,"TelescopicÂ®Â Original Mascara enhances your lashes with intense length and unique lash by lash separation. The flat side of the patented flexible Precision Brush lengthens lashes up to 60%, while the comb side of the brush precisely separates lashes for a clump-free result. Fragrance-free. Ophthalmologist-tested and allergy-tested. Suitable for sensitive eyes and contact lens wearers.",30,https://www.temptalia.com/wp-content/uploads/2013/05/loreal_telescopic.jpg,1856.9,,,,L'Oreal,
Voluminous Carbon Black Mascara,L'Oreal,"VoluminousÂ®Â Carbon Black Volume Building Mascara is uniquely formulated to resist clumping, soften and build lashes up to 5X their natural thickness with 2X the intensity of your regular black shade. -The unique maximizing formula quickly thickens and builds lashes in a single application for a full and dramatic look. -The Volume Maximizing Brush thickens lashes evenly and smoothly, leaving them soft with virtually no flakes, smudges or clumps. Clump-resistant. Fragrance-free. Ophthalmologist-tested and allergy-tested. Suitable for sensitive eyes and contact lens wearers.",,https://www.temptalia.com/wp-content/uploads/2013/05/loreal_carbonblack.jpg,4712.19,,,,L'Oreal,
Art of Powder Bronzer,MAC,"MAC Art of Powder Bronzer is a Bronzer. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/09/mac_opticalbronzer001.jpg,1769.7,,,,MAC,
Art of Powder Highlighter,MAC,"MAC Art of Powder Highlighter is a Highlighter. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/09/mac_intheabstract001.jpg,1447.1,,,,MAC,
Big Bounce Eyeshadow,MAC,"MAC Big Bounce Eyeshadow is a Eyeshadow that retails for $16.50 and contains 0.17 oz. There are 16 shades that have been released, which you can select from below.",70,https://www.temptalia.com/wp-content/uploads/2011/04/mac_blackdiamond001.jpg,1828.4,,,,MAC,
Brow Gelcreme,MAC,"Long-wearing waterproof gel in a pot for giving precise definition to brows. Applies smoothly, sets quickly for the ultimate well-groomed brow. Fills, lengthens and shapes for subtle to dramatic looks.",,https://www.temptalia.com/wp-content/uploads/2012/12/mac_deepdarkbrunette001.jpg,1886.5,,,,MAC,
Cremeblend Blush,MAC,"MAC Cremeblend Blush is a Blush that retails for $21.00 and contains 0.19 oz. There are 14 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/08/mac_junglecamouflage006.jpg,700.7,,,,MAC,
Cremestick Liner,MAC,"A creamy, highly pigmented, retractable lip liner. Lightweight and smooth to apply: very long-lasting. Use as outline or as a â€œfill.â€ Helps prevent feathering and bleeding. Use with any MÂ·AÂ·C lipstick or gloss.",50,https://www.temptalia.com/wp-content/uploads/2012/07/mac_illustratedredlips002.jpg,1559.1,,,,MAC,
Crushed Metallic Pigment,MAC,"MAC Crushed Metallic Pigment is a Eyeshadow that retails for $32.50 and contains 0.40 oz. There are 36 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/02/mac_alohastack003.jpg,299.4,,,,MAC,
Iridescent Powder/Loose,MAC,"Iridescent Powder is a finely milled mixture of Mica and pigments which gives the skin a beautiful sheen. It can be used on its own or mixed into other products like foundations or moisturizers to enhance their iridescent qualities. Designed to apply easily and uniformly without streaking and caking, it blends beautifully and can be applied on bare skin or over foundation. Because it's so concentrated it should be used sparingly at first. Apply Iridescent Powder with #129 Powder/Blush Brush for the desired effect.",,https://www.temptalia.com/wp-content/uploads/2012/12/mac_silverdusk001.jpg,698.6,,,,MAC,
Iridescent Powder/Pressed,MAC,"MAC Iridescent Powder/Pressed is a Highlighter. There are 14 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2013/08/mac_antoniocoralpalette009.jpg,499,,,,MAC,
Kohl Power,MAC,"A kohl pencil that has all the intensity and color power of ultrasoft carbon. Specially formulated to provide deep, fully opaque coverage, provides an intense, smoked finish with duo-chrome pearl. Versatile in application: blend or smudge.",,https://www.temptalia.com/wp-content/uploads/2012/10/mac_glamourdazekohls002.jpg,3307.8,,,,MAC,
Marilyn Monroe Eyeshadow,MAC,"MAC Marilyn Monroe Eyeshadow is a Eyeshadow that retails for $21.00 and contains 0.10 oz. There are 4 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/09/mac_howtomarry001.jpg,10343.1,,,,MAC,
Metal-X Cream Eyeshadow,MAC,"MAC Metal-X Cream Eyeshadow is a Eyeshadow. There are 22 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/12/mac_cyber001.jpg,7644.9,,,,MAC,
Mineralize Lip Balm,MAC,"A liquid lip balm that adds moisture while providing the right pop of color and mirror-like shine. Enriched with a special, nourishing, mineral-rich complex. Can be worn alone or over other lip products.",,https://www.temptalia.com/wp-content/uploads/2013/04/mac_bakingbeauty001.jpg,5246.5,,,,MAC,
Paint,MAC,"A high-performance eye shadow in four shades. Goes on creamy, dries to a powdery finish in just ten seconds. The long-wearing cream colour formula allows for easy application, blendability and coverage from sheer to full. Creates a smooth, smudge- and crease-free, slightly shiny look to the lid. Paints can be used alone or in combination with other products. Custom packaging in matte black with Kabukiâ€™s signature in gold.",,https://www.temptalia.com/wp-content/uploads/2017/01/mac_cracked-emerald_001_product.jpg,7794.8,,,,MAC,
Pearlmatte Face Powder,MAC,"Love is in the details with Pearlmatte Face Powder, combining pearlized and satin shades to achieve an array of looks. Effortlessly blends with a rich and creamy texture. Use for highlighting and blush effects or as an eyeshadow with a velvet-smooth finish.",,https://www.temptalia.com/wp-content/uploads/2013/02/mac_flatterme0011.jpg,4047.3,,,,MAC,
Powder to the People,MAC,"MAC Powder to the People is a Blush that retails for $38.00 and contains 0.35 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/05/mac_powdertothepeople001.jpg,1948.7,,,,MAC,
Pro Longwear Bronzing Powder,MAC,"MAC Pro Longwear Bronzing Powder is a Bronzer that retails for $30.00 and contains 0.42 oz. There are 2 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/05/mac_nudeonboard001.jpg,749.5,,,,MAC,
Pro Longwear Eyeliner,MAC,"Pro Longwear's long-lasting eyeliner delivers creamy, dense color that glides on smoothly. The 12-hour, waterproof formula stays put and smudge-free.",,https://www.temptalia.com/wp-content/uploads/2012/12/mac_blackline001.jpg,185.97,,,,MAC,
Pro Longwear Lip Pencil,MAC,"A new generation of longwearing lip pencil technology. Glides on fluidly and adheres instantly. Defines the lips with an instant release of rich, saturated colour. Pro-longs the hours between re-application. Transfer proof.",,https://www.temptalia.com/wp-content/uploads/2012/05/mac_saunter001.jpg,805.87,,,,MAC,
Pro Longwear Lipcreme,MAC,"Lightweight texture, creamy finish and comfortable longwear combine in this has-it-all pro-class lip colour. Slick in use, applies without need of a top coat- and still lasts up to 12 hours. Won't feather or transfer, and the colour stays true. Helps lips stay soft and hydrated.",,https://www.temptalia.com/wp-content/uploads/2011/12/mac_approachingstorm001.jpg,974.85,,,,MAC,
Pro Sculpting Cream,MAC,"MAC Pro Sculpting Cream is a Contour that retails for $20.00 and contains 0.17 oz. There are 6 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/09/mac_accentuatecream001.jpg,2469.62,,,,MAC,
Rollerball,MAC,"MAC Rollerball is a Fragrance that retails for $20.00 and contains 0.20 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/08/mac_turquaticrollerball001.jpg,1741.74,,,,MAC,
Shadestick,MAC,"MAC Shadestick is a Eyeshadow. There are 30 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/08/mac_tundra001.jpg,1808.73,,,,MAC,
Sheen Supreme Lipglass,MAC,"MAC Sheen Supreme Lipglass is a Lipgloss that retails for $19.00 and contains 0.08 oz. There are 11 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/02/mac_sheensupremegloss003.jpg,1875.72,,,,MAC,
Sheer Mystery Powder,MAC,"MAC Sheer Mystery Powder is a Powder that retails for $65.00 and contains 0.56 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/12/mac_mysterypowder001.jpg,239.6,,,,MAC,
Skinsheen Bronzer Stick,MAC,"MAC Skinsheen Bronzer Stick is a Bronzer that retails for $29.50 and contains 0.49 oz. There are 3 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/05/mac_skinsheensticks001.jpg,59.9,,,,MAC,
Studio Careblend Pressed Powder,MAC,"MAC Studio Careblend Pressed Powder is a Bronzer that retails for $28.00 and contains 0.33 oz. There are 2 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/05/mac_surfbabycareblend001.jpg,838.6,,,,MAC,
Suntints SPF 20 Liquid Lip Balm,MAC,"MAC Suntints SPF 20 Liquid Lip Balm is a Lip Balm that retails for $16.00 and contains 0.33 oz. There are 8 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/05/mac_heysailorsuntints004.jpg,2336.1,,,,MAC,
Surf Baby Cheek Powder,MAC,"MAC Surf Baby Cheek Powder is a Blush that retails for $28.00 and contains 0.42 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/05/mac_myparadise001.jpg,2216.3,,,,MAC,
Tendertone,MAC,"MAC Tendertone is a Lip Balm. There are 17 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/02/mac_hotnsaucy001.jpg,2336.1,,,,MAC,
Veluxe Brow Liner,MAC,"MAC Veluxe Brow Liner is a Brow that retails for $19.50 and contains 0.04 oz. There are 5 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/12/mac_brunette001.jpg,4769.7,,,,MAC,
Brush Set,MAC,"MAC Brush Set is a Brush. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/12/mac_makingpretty0011.jpg,2881.6,,,,MAC,
Eye Brush,MAC,"MAC Eye Brush is a Brush. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/12/mac_makingprettybrushes013.jpg,598.8,,,,MAC,
Face Brush,MAC,"MAC Face Brush is a Brush. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/12/mac_makingprettybrushes008.jpg,1970.1,,,,MAC,
All for Glamour Face Kit,MAC,"MAC All for Glamour Face Kit is a Makeup Palette that retails for $49.50 and contains 0.26 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/10/mac_gorgeousbronzekit001.jpg,1670.9,,,,MAC,
Eyeshadow Palette,MAC,"MAC Eyeshadow Palette is a Eye Palette that retails for $43.50 and contains 0.19 oz. There are 9 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/10/mac_coolpalette001.jpg,2479.4,,,,MAC,
Eye Kit,MAC,"MAC Eye Kit is a Eye Palette that retails for $49.50. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/07/mac_smokyplumkit001.jpg,2982.4,,,,MAC,
Shade & Smoke Shadow Liner,MAC,"MAC Shade & Smoke Shadow Liner is a Eyeliner that retails for $22.00 and contains 0.03 oz. There are 4 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2012/06/mac_bethmask001.jpg,598.8,,,,MAC,
Eye Bag,MAC,"MAC Eye Bag is a Eye Palette. There are 3 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2011/10/mac_goldiceddelights001.jpg,299.46,,,,MAC,
Color Tattoo Metal 24 Hour Eyeshadow,Maybelline,"Maybelline Color Tattoo Metal 24 Hour Eyeshadow is a Eyeshadow that retails for $6.99 and contains 0.14 oz. There are 5 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2013/01/maybelline_electricblue001.jpg,299.46,,,,Maybelline,
Full 'N Soft Waterproof Mascara,Maybelline,"FULL, SOFT, THICK LASHES WATERPROOF",,https://www.temptalia.com/wp-content/uploads/2013/05/maybelline_fullnsoft.jpg,994.04,,,,Maybelline,
Volum' Express the Falsies Waterproof Mascara,Maybelline,"FALSE LASH GLAM IN A TUBE, INSTANTLY!ï»¿ 300% MORE VISIBLE LASHES corner-to-corner, WATERPROOF SPOON BRUSH",,https://www.temptalia.com/wp-content/uploads/2013/05/maybelline_falsies.jpg,2809.65,,,,Maybelline,
Baked Eyeshadow,Milani,Captivating eyeshadow powder that features multiple infusion of colors baked on Italian terracotta tiles. Complimentary shades swirled together to create one unique color dimension. All of these gorgeous combinations are designed to be used Wet or Dry.,,https://www.temptalia.com/wp-content/uploads/2011/04/milani_bluemymind001.jpg,965.91,,,,Milani,
Haute Flash Lipgloss,Milani,"A full coverage, highly pigmented lipgloss with an extra glossy shimmer finish. The non-tacky, anti-feathering formula and flexible soft sponge applicator allows for easy application.",,https://www.temptalia.com/wp-content/uploads/2012/04/milani_flashyhauteflash001.jpg,1723.08,,,,Milani,
